T_set(K) T_real(K) X(V) Y(V) R(V) Theta(deg)
3.9 13.09 0.0403235 -1.33515e-05 0.0403235 -0.018 
3.87 12.88 0.0403178 -1.33515e-05 0.0403178 -0.018 
3.83 12.79 0.0403101 -1.33515e-05 0.0403101 -0.018 
3.79 12.51 0.0403044 -1.33515e-05 0.0403044 -0.018 
3.75 12.31 0.0402968 -1.33515e-05 0.0402968 -0.018 
3.72 12.09 0.0402892 -1.33515e-05 0.0402892 -0.018 
3.68 11.83 0.0402834 -1.33515e-05 0.0402834 -0.018 
3.64 11.7 0.0402834 -1.33515e-05 0.0402834 -0.018 
3.6 11.42 0.0402834 -1.33515e-05 0.0402834 -0.018 
3.57 11.3 0.0402777 -1.33515e-05 0.0402777 -0.018 
3.5 11.01 0.040272 -1.33515e-05 0.040272 -0.018 
3.42 10.81 0.0402663 -1.33515e-05 0.0402663 -0.018 
3.38 10.47 0.0402586 -1.33515e-05 0.0402586 -0.018 
3.32 10.22 0.0402548 -1.33515e-05 0.0402548 -0.018 
3.25 10.07 0.0402472 -1.33515e-05 0.0402472 -0.018 
3.19 9.66 0.0402453 -1.33515e-05 0.0402453 -0.018 
3.11 9.51 0.0402396 -1.33515e-05 0.0402396 -0.018 
3.01 9.14 0.0402358 -1.33515e-05 0.0402358 -0.018 
2.88 8.96 0.0402319 -1.33515e-05 0.0402319 -0.018 
2.8 8.55 0.04023 -1.33515e-05 0.04023 -0.018 
2.72 8.23 0.0402281 -1.33515e-05 0.0402281 -0.018 
2.65 7.98 0.0402262 -1.33515e-05 0.0402262 -0.018 
2.59 7.63 0.0402262 -1.33515e-05 0.0402262 -0.018 
2.54 7.29 0.0402262 -1.33515e-05 0.0402262 -0.018 
2.48 6.9 0.0402281 -1.33515e-05 0.0402281 -0.018 
2.45 6.58 0.0402319 -1.33515e-05 0.0402319 -0.018 
2.41 6.28 0.0402339 -1.33515e-05 0.0402339 -0.018 
2.36 5.82 0.0402377 -1.33515e-05 0.0402377 -0.018 
2.32 5.7 0.0402434 -1.33515e-05 0.0402434 -0.018 
2.3 5.25 0.0402491 -1.33515e-05 0.0402491 -0.018 
2.25 4.97 0.0402567 -1.33515e-05 0.0402567 -0.018 
2.21 4.74 0.0402625 -1.33515e-05 0.0402625 -0.018 
2.17 4.4 0.0402701 -1.33515e-05 0.0402701 -0.018 
2.14 4.21 0.0402777 -1.33515e-05 0.0402777 -0.018 
2.1 4.0 0.0402853 -1.33515e-05 0.0402853 -0.018 
2.06 3.73 0.040293 -1.33515e-05 0.040293 -0.018 
2.03 3.55 0.0403006 -1.33515e-05 0.0403006 -0.018 
2.01 3.38 0.0403082 -1.33515e-05 0.0403082 -0.018 
1.97 3.28 0.040314 -1.33515e-05 0.040314 -0.018 
1.93 3.07 0.0403197 -1.33515e-05 0.0403197 -0.018 
1.9 2.99 0.0403254 -1.33515e-05 0.0403254 -0.018 
1.88 2.88 0.0403311 -1.33515e-05 0.0403311 -0.018 
1.86 2.82 0.0403349 -1.33515e-05 0.0403349 -0.018 
1.84 2.75 0.0403368 -1.33515e-05 0.0403368 -0.018 
1.82 2.63 0.0403407 -1.33515e-05 0.0403407 -0.018 
101.0 2.59 0.0403445 -1.33515e-05 0.0403445 -0.018 
1.81 2.56 0.0403483 -1.33515e-05 0.0403483 -0.018 
1.8 2.51 0.0403502 -1.33515e-05 0.0403502 -0.018 
1.79 2.44 0.0403502 -1.33515e-05 0.0403502 -0.018 
1.79 2.44 0.0403521 -1.33515e-05 0.0403521 -0.018 
1.78 2.45 0.0403521 -1.33515e-05 0.0403521 -0.018 
1.78 2.41 0.0403521 -1.33515e-05 0.0403521 -0.018 
1.77 2.38 0.040354 -1.33515e-05 0.040354 -0.018 
1.77 2.34 0.0403559 -1.33515e-05 0.0403559 -0.018 
1.77 2.33 0.0403559 -1.33515e-05 0.0403559 -0.018 
1.77 2.36 0.0403559 -1.33515e-05 0.0403559 -0.018 
1.77 2.3 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.33 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.32 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.27 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.31 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.24 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.29 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.27 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.3 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.29 0.0403578 -1.33515e-05 0.0403578 -0.018 
1.76 2.34 0.0403597 -1.33515e-05 0.0403597 -0.018 
1.76 2.37 0.040354 -1.33515e-05 0.040354 -0.018 
1.92 2.32 0.0403407 -1.33515e-05 0.0403407 -0.018 
2.45 2.54 0.0403254 -1.33515e-05 0.0403254 -0.018 
3.05 3.13 0.040314 -1.33515e-05 0.040314 -0.018 
3.5 3.67 0.0403044 -1.33515e-05 0.0403044 -0.018 
3.69 4.07 0.0403101 -1.33515e-05 0.0403101 -0.018 
2.88 4.29 0.0403368 -1.33515e-05 0.0403368 -0.018 
1.71 3.03 0.0403521 -1.33515e-05 0.0403521 -0.018 
1.46 2.33 0.0403636 -1.33515e-05 0.0403636 -0.018 
1.44 2.1 0.0403712 -1.33515e-05 0.0403712 -0.018 
1.43 2.03 0.0403769 -1.33515e-05 0.0403769 -0.018 
1.43 1.9 0.0403769 -1.33515e-05 0.0403769 -0.018 
1.43 1.89 0.0403807 -1.33515e-05 0.0403807 -0.018 
1.42 1.83 0.0403807 -1.33515e-05 0.0403807 -0.018 
1.42 1.82 0.0403826 -1.33515e-05 0.0403826 -0.018 
1.42 1.82 0.0403826 -1.33515e-05 0.0403826 -0.018 
1.42 1.8 0.0403826 -1.33515e-05 0.0403826 -0.018 
1.42 1.78 0.0403826 -1.33515e-05 0.0403826 -0.018 
1.42 1.76 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.42 1.78 0.0403826 -1.33515e-05 0.0403826 -0.018 
1.42 1.79 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.42 1.8 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.43 1.81 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.43 1.78 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.44 1.79 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.44 1.76 0.0403845 -1.33515e-05 0.0403845 -0.018 
1.44 1.78 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.44 1.79 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.44 1.74 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.45 1.79 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.45 1.77 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.45 1.78 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.45 1.75 0.0403864 -1.33515e-05 0.0403864 -0.018 
1.46 1.74 0.0403883 -1.33515e-05 0.0403883 -0.018 
1.46 1.69 0.0403903 -1.33515e-05 0.0403903 -0.018 
1.47 1.72 0.0403922 -1.33515e-05 0.0403922 -0.018 
1.47 1.69 0.0404036 -1.33515e-05 0.0404036 -0.018 
1.47 1.64 0.0404074 -1.33515e-05 0.0404074 -0.018 
1.47 1.47 0.0404093 -1.33515e-05 0.0404093 -0.018 
1.48 1.44 0.0404093 -1.33515e-05 0.0404093 -0.018 
1.48 1.44 0.0404112 -1.33515e-05 0.0404112 -0.018 
1.48 1.45 0.0404112 -1.33515e-05 0.0404112 -0.018 
1.48 1.5 0.0404112 -1.33515e-05 0.0404112 -0.018 
1.49 1.39 0.0404112 -1.33515e-05 0.0404112 -0.018 
1.49 1.38 0.0404112 -1.33515e-05 0.0404112 -0.018 
